CustomerID,SeniorCitizen,Partner,Dependents,Tenure,Contract,InternetService,OnlineSecurity,TechSupport,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00537,0,No,Yes,20,One year,No,Yes,Yes,Yes,Mailed check,114.71,2261.71,No
CUST00538,0,No,No,35,Month-to-month,DSL,No,No,Yes,Mailed check,63.42,2302.0,No
CUST00539,0,Yes,Yes,18,Month-to-month,No,No,No,Yes,Electronic check,98.46,1786.05,No
CUST00540,0,Yes,Yes,19,Month-to-month,DSL,Yes,No,No,Mailed check,83.24,1521.47,No
CUST00541,0,No,Yes,56,Month-to-month,No,No,No,No,Credit card,87.0,4878.89,No
CUST00542,0,Yes,Yes,17,One year,No,No,Yes,Yes,Credit card,31.43,543.64,Yes
CUST00543,0,No,No,46,Month-to-month,Fiber optic,No,No,Yes,Credit card,41.89,1933.18,Yes
CUST00544,1,No,Yes,48,Month-to-month,Fiber optic,No,No,No,Mailed check,98.25,4601.01,No
CUST00545,1,No,Yes,13,Month-to-month,Fiber optic,No,Yes,No,Mailed check,117.02,1493.86,Yes
CUST00546,0,Yes,No,14,Month-to-month,No,No,No,Yes,Bank transfer,44.79,557.92,No
CUST00547,0,Yes,No,30,Month-to-month,No,Yes,No,Yes,Bank transfer,45.7,1302.58,No
CUST00548,0,Yes,No,0,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,66.24,8.32,Yes
CUST00549,0,Yes,No,53,Two year,Fiber optic,Yes,Yes,No,Mailed check,118.35,6244.51,No
CUST00550,0,No,No,2,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,45.43,72.67,Yes
CUST00551,0,No,No,15,Month-to-month,No,No,No,No,Credit card,59.51,847.9,Yes
CUST00552,0,No,Yes,56,One year,Fiber optic,No,Yes,No,Mailed check,108.93,6169.05,No
CUST00553,0,Yes,No,11,Month-to-month,No,No,Yes,Yes,Electronic check,18.3,203.29,No
CUST00554,0,Yes,Yes,15,One year,Fiber optic,No,Yes,No,Mailed check,22.06,254.74,No
CUST00555,0,Yes,Yes,71,One year,DSL,No,No,No,Bank transfer,79.62,5685.22,No
CUST00556,0,Yes,No,23,Month-to-month,Fiber optic,No,No,No,Mailed check,110.55,2525.52,Yes
CUST00557,0,No,No,27,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,42.36,1203.4,Yes
CUST00558,0,Yes,No,7,Month-to-month,DSL,No,Yes,Yes,Bank transfer,65.9,460.89,No
CUST00559,0,Yes,No,35,Month-to-month,DSL,Yes,No,No,Electronic check,63.95,2203.45,No
CUST00560,0,No,No,7,Month-to-month,Fiber optic,No,No,Yes,Electronic check,66.24,436.58,No
CUST00561,1,No,No,57,Month-to-month,DSL,No,No,Yes,Credit card,81.5,4625.38,No
CUST00562,0,Yes,Yes,59,Month-to-month,DSL,Yes,No,No,Bank transfer,65.91,3913.18,No
CUST00563,0,No,No,49,Month-to-month,Fiber optic,No,No,Yes,Mailed check,63.64,3079.1,No
CUST00564,0,Yes,No,27,One year,No,No,No,No,Electronic check,66.38,1854.44,Yes
CUST00565,1,Yes,Yes,40,One year,Fiber optic,No,Yes,No,Electronic check,78.27,3149.23,No
CUST00566,1,Yes,No,63,Month-to-month,No,No,No,Yes,Bank transfer,72.77,4595.73,No
CUST00567,0,No,No,26,Month-to-month,Fiber optic,No,No,No,Mailed check,105.12,2736.77,Yes
CUST00568,0,Yes,Yes,62,Two year,DSL,No,No,No,Electronic check,23.05,1428.09,No
CUST00569,0,Yes,No,16,One year,Fiber optic,No,No,Yes,Electronic check,103.0,,No
CUST00570,1,No,No,72,Two year,Fiber optic,Yes,No,Yes,Mailed check,104.08,7508.39,No
CUST00571,0,Yes,Yes,32,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,47.06,1602.21,No
CUST00572,0,Yes,No,28,One year,DSL,No,Yes,Yes,Mailed check,65.21,1860.47,No
CUST00573,0,Yes,No,12,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,62.73,774.68,Yes
CUST00574,0,Yes,No,45,Month-to-month,DSL,Yes,No,Yes,Electronic check,40.29,1736.3,No
CUST00575,1,No,Yes,34,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,58.47,2042.29,No
CUST00576,1,No,No,5,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,22.53,152.78,Yes
CUST00577,0,Yes,No,68,Month-to-month,Fiber optic,No,No,No,Bank transfer,46.34,3209.49,No
CUST00578,0,Yes,No,46,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,101.3,4614.61,No
CUST00579,0,No,No,24,One year,DSL,Yes,No,Yes,Bank transfer,47.03,1108.73,Yes
CUST00580,0,Yes,No,65,Two year,Fiber optic,Yes,No,Yes,Credit card,101.46,6520.61,No
CUST00581,0,No,Yes,9,Month-to-month,Fiber optic,No,No,No,Mailed check,72.22,571.48,Yes
CUST00582,0,Yes,Yes,55,Month-to-month,No,No,No,Yes,Mailed check,107.75,5897.4,No
CUST00583,0,No,No,29,Month-to-month,No,Yes,No,No,Mailed check,76.63,2245.66,Yes
CUST00584,0,No,No,4,One year,Fiber optic,No,No,No,Mailed check,21.03,63.3,No
CUST00585,0,No,No,32,Month-to-month,Fiber optic,Yes,No,No,Mailed check,86.89,2747.02,Yes
CUST00586,0,Yes,No,64,Two year,DSL,No,No,Yes,Electronic check,22.58,1462.09,No
CUST00587,0,No,No,17,Month-to-month,DSL,No,No,Yes,Electronic check,63.96,925.21,No
CUST00588,0,No,Yes,48,Month-to-month,DSL,No,Yes,Yes,Electronic check,112.8,5387.28,No
CUST00589,0,No,No,10,One year,Fiber optic,No,Yes,Yes,Bank transfer,34.85,365.41,No
CUST00590,0,Yes,Yes,25,Two year,DSL,Yes,Yes,Yes,Bank transfer,57.77,1424.08,No
CUST00591,0,No,Yes,62,Month-to-month,DSL,No,Yes,No,Mailed check,92.45,5796.86,No
CUST00592,0,Yes,No,58,Month-to-month,Fiber optic,No,Yes,No,Credit card,107.99,6230.36,No
CUST00593,0,Yes,No,26,Two year,Fiber optic,No,Yes,No,Mailed check,86.44,2217.83,No
CUST00594,0,No,Yes,48,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,44.33,2078.54,No
CUST00595,0,Yes,No,32,Two year,DSL,No,No,Yes,Mailed check,86.81,2740.04,No
CUST00596,1,No,Yes,0,Month-to-month,Fiber optic,No,No,No,Bank transfer,48.27,13.85,No
CUST00597,1,No,No,20,One year,Fiber optic,No,Yes,Yes,Mailed check,91.28,1866.01,No
CUST00598,0,No,Yes,54,One year,Fiber optic,Yes,No,Yes,Electronic check,115.31,6334.49,No
CUST00599,0,No,No,5,Month-to-month,DSL,No,No,Yes,Mailed check,91.58,486.77,Yes
CUST00600,0,No,No,68,Two year,Fiber optic,Yes,No,No,Bank transfer,106.01,7149.79,Yes
CUST00601,0,Yes,No,4,Month-to-month,No,No,No,No,Credit card,18.21,134.92,No
CUST00602,0,No,Yes,2,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,91.19,206.74,Yes
CUST00603,0,Yes,Yes,52,One year,No,No,Yes,Yes,Mailed check,102.62,5337.67,No
CUST00604,0,Yes,No,22,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,22.14,540.45,No
CUST00605,1,No,No,52,One year,DSL,Yes,Yes,Yes,Electronic check,106.9,5677.2,Yes
CUST00606,0,Yes,Yes,36,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,44.18,1581.03,No
CUST00607,0,Yes,No,16,Month-to-month,DSL,Yes,Yes,No,Bank transfer,85.86,1332.11,Yes
CUST00608,0,No,No,72,Month-to-month,DSL,No,Yes,No,Mailed check,99.64,7240.45,Yes
CUST00609,0,Yes,No,0,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,85.59,132.82,Yes
CUST00610,0,Yes,Yes,50,Month-to-month,Fiber optic,No,Yes,No,Mailed check,27.41,1377.74,No
CUST00611,0,Yes,No,44,One year,No,Yes,No,Yes,Electronic check,78.82,3469.63,No
CUST00612,0,No,No,3,Two year,Fiber optic,No,No,No,Credit card,74.06,230.79,Yes
CUST00613,0,No,Yes,61,Two year,DSL,No,Yes,Yes,Electronic check,109.83,6722.1,No
CUST00614,0,No,No,64,Month-to-month,Fiber optic,No,Yes,No,Mailed check,59.23,3720.3,Yes
CUST00615,0,Yes,No,31,Month-to-month,Fiber optic,No,Yes,No,Electronic check,50.75,1588.54,No
CUST00616,0,No,No,33,Month-to-month,No,No,Yes,No,Credit card,94.48,3131.51,Yes
CUST00617,1,No,No,71,Month-to-month,No,No,No,Yes,Electronic check,60.09,4277.19,No
CUST00618,0,Yes,Yes,38,Month-to-month,No,No,Yes,No,Bank transfer,83.9,3196.55,No
CUST00619,0,Yes,No,25,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,83.94,2103.31,Yes
CUST00620,1,No,Yes,33,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,108.58,3478.07,Yes
CUST00621,0,No,Yes,53,Two year,DSL,No,Yes,Yes,Mailed check,79.07,4154.66,No
CUST00622,0,No,No,2,Month-to-month,No,No,No,No,Electronic check,69.22,181.23,Yes
CUST00623,0,Yes,No,49,Month-to-month,DSL,Yes,No,No,Electronic check,32.16,1630.36,No
CUST00624,0,No,No,11,Month-to-month,DSL,Yes,No,Yes,Electronic check,29.81,306.77,No
CUST00625,0,Yes,Yes,64,Month-to-month,DSL,No,No,Yes,Mailed check,33.74,2111.53,No
CUST00626,0,Yes,No,53,Two year,Fiber optic,No,No,No,Electronic check,35.53,1918.94,No
CUST00627,1,Yes,Yes,4,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,83.06,345.88,No
CUST00628,0,No,Yes,56,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,93.58,5234.38,No
CUST00629,0,No,No,16,Month-to-month,No,No,No,Yes,Mailed check,72.06,1196.05,Yes
CUST00630,0,No,No,46,Month-to-month,No,No,No,No,Bank transfer,102.56,4658.82,No
CUST00631,0,No,Yes,22,Month-to-month,DSL,Yes,No,Yes,Electronic check,119.11,2678.47,No
CUST00632,0,Yes,Yes,13,Two year,DSL,No,No,No,Mailed check,101.64,1246.22,Yes
CUST00633,0,No,Yes,65,Two year,No,No,No,Yes,Bank transfer,88.88,5735.94,No
CUST00634,0,No,No,50,One year,No,Yes,Yes,Yes,Bank transfer,72.31,3563.46,No
CUST00635,0,Yes,No,37,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,63.78,2330.74,No
CUST00636,1,Yes,Yes,63,Two year,Fiber optic,No,No,Yes,Electronic check,26.61,1691.73,No
CUST00637,0,Yes,No,37,Month-to-month,DSL,Yes,No,Yes,Mailed check,58.74,2207.3,No
CUST00638,0,Yes,Yes,49,Month-to-month,No,No,No,Yes,Credit card,110.83,5426.59,Yes
CUST00639,0,Yes,Yes,29,One year,Fiber optic,Yes,No,No,Electronic check,100.42,2848.3,No
CUST00640,0,Yes,No,50,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,40.04,1901.98,Yes
CUST00641,0,No,No,62,Month-to-month,DSL,No,No,No,Electronic check,65.59,4108.9,No
CUST00642,0,Yes,Yes,51,One year,No,Yes,Yes,No,Mailed check,101.31,5202.94,No
CUST00643,0,Yes,Yes,37,Month-to-month,Fiber optic,No,No,No,Bank transfer,24.87,973.73,No
CUST00644,0,No,Yes,29,One year,DSL,No,No,No,Credit card,57.51,1661.17,No
CUST00645,0,Yes,No,50,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,104.89,5277.91,No
CUST00646,0,No,Yes,4,Two year,Fiber optic,Yes,No,Yes,Electronic check,59.2,204.82,Yes
CUST00647,0,No,No,28,Two year,Fiber optic,No,No,No,Credit card,25.92,749.79,Yes
CUST00648,0,Yes,No,3,Two year,Fiber optic,No,Yes,No,Electronic check,73.34,196.04,Yes
CUST00649,0,Yes,Yes,9,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,105.9,912.39,No
CUST00650,1,Yes,No,55,Month-to-month,No,Yes,No,No,Electronic check,78.21,4313.15,No
CUST00651,0,Yes,Yes,16,Month-to-month,DSL,No,Yes,No,Bank transfer,41.08,666.27,No
CUST00652,0,Yes,No,16,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,57.19,960.62,No
CUST00653,0,Yes,No,68,Month-to-month,DSL,No,Yes,No,Mailed check,63.91,4281.65,No
CUST00654,1,Yes,No,33,One year,Fiber optic,No,No,Yes,Electronic check,77.09,2590.33,No
CUST00655,0,No,Yes,5,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,95.45,483.74,Yes
CUST00656,0,Yes,No,52,Two year,No,Yes,No,Yes,Bank transfer,28.09,1514.08,No
CUST00657,1,No,Yes,65,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,108.74,7120.98,No
CUST00658,0,Yes,No,42,Month-to-month,Fiber optic,No,No,Yes,Mailed check,19.26,687.24,No
CUST00659,0,No,No,22,Month-to-month,No,Yes,No,No,Electronic check,55.75,1278.93,No
CUST00660,0,Yes,No,54,Two year,DSL,Yes,Yes,No,Electronic check,20.8,1177.85,No
CUST00661,0,No,No,15,One year,No,No,No,No,Credit card,58.08,808.28,No
CUST00662,0,Yes,No,7,Two year,Fiber optic,Yes,No,Yes,Mailed check,71.63,423.32,No
CUST00663,0,No,No,3,Two year,Fiber optic,No,No,No,Bank transfer,70.19,249.31,Yes
CUST00664,0,Yes,No,3,Month-to-month,Fiber optic,No,No,Yes,Mailed check,34.89,110.35,No
CUST00665,0,No,No,55,Month-to-month,Fiber optic,No,No,No,Mailed check,83.87,,No
CUST00666,0,Yes,No,24,Month-to-month,DSL,No,Yes,Yes,Mailed check,22.57,613.62,No
CUST00667,0,No,No,66,One year,Fiber optic,No,Yes,Yes,Credit card,95.71,6331.99,No
CUST00668,0,Yes,Yes,66,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,114.56,7456.66,No
CUST00669,0,Yes,Yes,26,Month-to-month,No,No,Yes,No,Bank transfer,52.66,1318.28,No
CUST00670,0,Yes,No,31,Two year,Fiber optic,No,Yes,Yes,Credit card,70.76,2245.68,No
CUST00671,0,Yes,No,49,Two year,No,No,No,Yes,Bank transfer,56.65,2777.64,No
CUST00672,0,No,No,60,One year,Fiber optic,Yes,Yes,Yes,Credit card,18.68,1084.81,No
CUST00673,0,No,Yes,50,One year,Fiber optic,No,Yes,Yes,Electronic check,57.36,2890.62,No
CUST00674,0,Yes,No,18,One year,Fiber optic,No,No,No,Bank transfer,98.76,1747.29,Yes
CUST00675,0,No,Yes,20,Month-to-month,Fiber optic,No,No,Yes,Mailed check,78.79,1513.45,Yes
CUST00676,0,No,No,4,Month-to-month,No,No,Yes,Yes,Credit card,28.33,164.16,Yes
CUST00677,0,No,No,41,One year,Fiber optic,No,No,Yes,Bank transfer,104.41,4339.19,Yes
CUST00678,0,Yes,Yes,60,One year,Fiber optic,No,No,Yes,Electronic check,72.17,4354.26,No
CUST00679,1,Yes,No,21,Month-to-month,DSL,No,No,Yes,Bank transfer,103.86,2104.33,No
CUST00680,0,No,No,20,Two year,Fiber optic,Yes,Yes,No,Credit card,77.18,1636.11,No
CUST00681,0,Yes,No,69,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,75.09,5272.01,No
CUST00682,0,No,Yes,0,Month-to-month,Fiber optic,No,No,Yes,Mailed check,28.74,63.65,Yes
CUST00683,0,No,Yes,4,One year,DSL,No,Yes,Yes,Credit card,35.07,155.47,No
CUST00684,0,Yes,Yes,11,Month-to-month,DSL,No,No,Yes,Credit card,117.15,1293.2,Yes
CUST00685,0,Yes,Yes,45,Month-to-month,DSL,Yes,No,Yes,Electronic check,41.31,1880.81,No
CUST00686,0,No,Yes,33,Month-to-month,DSL,Yes,No,Yes,Credit card,117.7,3827.02,No
CUST00687,0,Yes,Yes,48,One year,DSL,Yes,No,Yes,Bank transfer,72.26,3441.23,No
CUST00688,0,Yes,No,44,Month-to-month,No,No,No,Yes,Mailed check,31.85,1372.09,No
CUST00689,0,Yes,No,26,One year,Fiber optic,No,Yes,No,Bank transfer,28.13,761.74,No
CUST00690,0,No,No,72,One year,Fiber optic,Yes,Yes,No,Electronic check,39.3,2841.95,No
CUST00691,0,Yes,No,25,Month-to-month,Fiber optic,No,No,No,Credit card,112.42,2762.59,Yes
CUST00692,0,No,No,46,Two year,DSL,No,Yes,Yes,Mailed check,60.24,2691.41,No
CUST00693,0,Yes,No,55,Month-to-month,No,Yes,No,No,Electronic check,58.33,3225.93,No
CUST00694,0,Yes,Yes,62,Two year,DSL,No,No,No,Bank transfer,49.95,3043.74,No
CUST00695,0,No,Yes,47,Month-to-month,DSL,No,No,No,Credit card,33.0,1488.24,No
CUST00696,0,No,No,60,Two year,Fiber optic,Yes,No,Yes,Credit card,67.76,4170.42,No
CUST00697,0,Yes,No,25,Month-to-month,DSL,Yes,No,Yes,Electronic check,31.26,896.98,Yes
CUST00698,0,No,No,35,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,103.22,3590.25,No
CUST00699,0,Yes,No,0,Month-to-month,Fiber optic,No,No,Yes,Credit card,55.78,0.0,Yes
CUST00700,0,No,Yes,7,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,56.23,454.15,Yes
CUST00701,1,Yes,No,51,One year,Fiber optic,No,No,No,Mailed check,66.35,3400.66,No
CUST00702,0,No,No,46,Month-to-month,DSL,Yes,Yes,No,Credit card,63.3,2950.3,No
CUST00703,0,No,No,55,One year,Fiber optic,No,No,Yes,Mailed check,119.48,6539.66,No
CUST00704,1,Yes,No,13,Month-to-month,DSL,No,Yes,Yes,Credit card,73.63,905.28,No
CUST00705,0,No,No,27,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,27.0,717.03,No
CUST00706,1,No,Yes,1,One year,DSL,No,No,Yes,Credit card,79.9,88.61,Yes
CUST00707,0,Yes,Yes,25,Month-to-month,Fiber optic,No,No,Yes,Credit card,33.46,799.93,No
CUST00708,0,No,No,13,One year,Fiber optic,No,Yes,Yes,Bank transfer,21.16,339.91,No
CUST00709,0,No,No,58,One year,Fiber optic,No,Yes,Yes,Bank transfer,117.02,6700.29,No
CUST00710,1,No,Yes,55,Two year,No,No,No,No,Mailed check,96.9,5349.96,No
CUST00711,1,No,Yes,6,Month-to-month,No,Yes,No,Yes,Mailed check,117.97,714.13,Yes
CUST00712,0,No,No,2,One year,Fiber optic,No,Yes,Yes,Mailed check,66.74,194.42,No
CUST00713,0,No,No,22,Two year,Fiber optic,No,No,Yes,Credit card,72.29,1542.42,No
CUST00714,0,No,No,17,One year,DSL,No,Yes,Yes,Credit card,35.17,633.18,No
CUST00715,0,Yes,No,37,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,43.18,1621.52,No
CUST00716,0,No,No,14,One year,DSL,Yes,Yes,No,Electronic check,103.53,1461.63,Yes
CUST00717,0,Yes,Yes,63,One year,DSL,Yes,No,Yes,Electronic check,54.33,3378.46,No
CUST00718,0,No,Yes,27,One year,No,Yes,Yes,Yes,Credit card,102.34,2724.52,No
CUST00719,1,No,No,38,Month-to-month,Fiber optic,No,No,No,Electronic check,90.32,3417.34,Yes
CUST00720,1,Yes,No,56,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,36.07,1994.79,No
CUST00721,0,Yes,No,16,Two year,DSL,Yes,Yes,Yes,Mailed check,69.76,1179.17,No
CUST00722,0,Yes,No,43,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,87.09,3751.65,No
CUST00723,1,Yes,No,24,One year,DSL,No,No,No,Electronic check,41.97,1047.02,No
CUST00724,0,No,No,16,Month-to-month,DSL,Yes,No,Yes,Credit card,102.73,1571.12,Yes
CUST00725,0,Yes,Yes,12,Month-to-month,DSL,No,No,Yes,Credit card,73.57,790.74,Yes
CUST00726,0,No,No,24,Month-to-month,Fiber optic,Yes,No,No,Credit card,34.85,827.51,No
CUST00727,1,No,No,67,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,77.46,5125.91,No
CUST00728,0,No,No,9,Two year,DSL,Yes,No,Yes,Mailed check,119.97,1081.72,Yes
CUST00729,0,Yes,No,66,Two year,Fiber optic,Yes,Yes,Yes,Bank transfer,33.35,2158.94,No
CUST00730,0,No,No,17,One year,DSL,No,No,No,Credit card,101.31,1737.58,Yes
CUST00731,1,Yes,Yes,33,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,39.15,1252.81,No
CUST00732,0,No,No,7,One year,No,No,No,No,Credit card,97.8,712.65,Yes
CUST00733,0,No,No,39,One year,Fiber optic,No,No,No,Mailed check,92.93,3580.22,No
CUST00734,0,Yes,No,41,One year,No,Yes,No,No,Bank transfer,48.65,1901.43,No
CUST00735,1,Yes,No,40,Month-to-month,No,Yes,No,No,Bank transfer,51.23,2091.84,No
CUST00736,0,Yes,No,5,One year,Fiber optic,No,No,No,Credit card,98.84,455.76,No
CUST00737,0,No,No,51,One year,Fiber optic,No,No,Yes,Electronic check,65.07,3387.2,No
CUST00738,1,Yes,No,25,Two year,No,No,Yes,Yes,Credit card,92.54,2281.42,No
CUST00739,0,No,No,63,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,33.09,2043.54,No
CUST00740,0,Yes,Yes,58,One year,DSL,Yes,No,Yes,Electronic check,104.96,6073.48,No
CUST00741,1,No,No,55,One year,No,Yes,No,No,Electronic check,90.51,4950.03,No
CUST00742,0,Yes,No,58,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,110.51,6415.89,No
CUST00743,0,Yes,No,69,Month-to-month,DSL,No,Yes,Yes,Mailed check,31.5,2193.63,No
CUST00744,0,Yes,No,32,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,78.49,2539.39,No
CUST00745,0,No,Yes,52,Month-to-month,Fiber optic,No,Yes,No,Electronic check,79.11,4109.43,No
CUST00746,0,No,No,21,Month-to-month,Fiber optic,Yes,No,No,Credit card,54.05,1060.01,No
CUST00747,0,Yes,No,20,One year,Fiber optic,No,No,Yes,Mailed check,64.76,1381.37,No
CUST00748,1,Yes,No,69,One year,Fiber optic,No,No,Yes,Credit card,21.87,1490.56,No
CUST00749,0,Yes,No,69,One year,Fiber optic,Yes,No,Yes,Credit card,94.08,6470.45,No
CUST00750,0,No,No,3,Two year,Fiber optic,No,No,Yes,Credit card,74.03,217.65,No
CUST00751,0,Yes,No,61,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,23.89,1444.22,No
CUST00752,0,No,Yes,61,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,87.44,5246.39,No
CUST00753,0,No,No,23,One year,Fiber optic,No,No,Yes,Credit card,65.61,1537.78,Yes
CUST00754,0,No,No,54,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,21.52,1121.06,No
CUST00755,0,No,No,8,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,116.9,919.01,No
CUST00756,0,Yes,Yes,2,Month-to-month,No,Yes,Yes,Yes,Electronic check,114.81,317.59,Yes
CUST00757,0,No,Yes,30,Month-to-month,DSL,No,Yes,Yes,Mailed check,70.32,2156.82,No
CUST00758,0,Yes,Yes,39,Two year,DSL,Yes,Yes,Yes,Bank transfer,27.55,1155.06,No
CUST00759,0,Yes,No,35,Month-to-month,Fiber optic,No,No,Yes,Mailed check,94.97,3290.1,Yes
CUST00760,0,No,Yes,23,Month-to-month,No,No,Yes,No,Bank transfer,68.18,1604.64,No
CUST00761,1,Yes,No,5,Month-to-month,DSL,No,No,Yes,Bank transfer,48.85,,No
CUST00762,0,Yes,No,65,One year,DSL,Yes,Yes,Yes,Mailed check,68.12,4425.07,No
CUST00763,0,Yes,No,3,Month-to-month,DSL,Yes,No,Yes,Electronic check,71.29,176.34,Yes
CUST00764,0,Yes,No,5,One year,Fiber optic,No,No,No,Credit card,75.4,431.23,No
CUST00765,0,Yes,No,50,Month-to-month,DSL,No,No,Yes,Bank transfer,63.0,3124.29,No
CUST00766,0,Yes,No,61,Month-to-month,Fiber optic,No,No,No,Credit card,79.79,4874.0,No
CUST00767,0,Yes,Yes,56,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,111.71,6301.42,Yes
CUST00768,0,No,No,65,Month-to-month,No,No,Yes,Yes,Credit card,54.95,3522.91,No
CUST00769,0,No,No,7,Month-to-month,Fiber optic,No,No,No,Credit card,92.02,589.71,Yes
CUST00770,0,No,Yes,25,Month-to-month,DSL,No,Yes,No,Mailed check,109.23,2856.56,No
CUST00771,0,No,No,50,Two year,Fiber optic,No,Yes,Yes,Mailed check,64.51,3182.5,No
CUST00772,1,No,No,44,Month-to-month,No,No,No,No,Electronic check,63.23,2862.96,No
CUST00773,0,No,No,43,One year,Fiber optic,Yes,No,Yes,Mailed check,79.42,3412.41,No
CUST00774,0,No,No,4,Month-to-month,No,Yes,No,Yes,Bank transfer,78.32,291.99,No
CUST00775,0,No,No,69,Month-to-month,No,No,No,No,Electronic check,100.27,6902.3,Yes
CUST00776,1,Yes,No,25,Month-to-month,DSL,Yes,No,No,Mailed check,66.6,1661.89,Yes
CUST00777,0,No,No,67,Two year,Fiber optic,No,No,No,Mailed check,119.6,8080.1,No
CUST00778,0,No,No,18,Month-to-month,DSL,No,No,Yes,Electronic check,24.07,471.07,Yes
CUST00779,0,No,No,19,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,18.32,337.5,No
CUST00780,0,No,No,11,Month-to-month,DSL,No,Yes,Yes,Electronic check,83.3,823.01,No
CUST00781,0,Yes,No,46,Month-to-month,DSL,Yes,No,Yes,Mailed check,48.44,2229.27,No
CUST00782,1,Yes,Yes,0,Month-to-month,No,Yes,No,Yes,Mailed check,42.52,6.64,No
CUST00783,0,No,No,13,One year,DSL,No,No,Yes,Electronic check,49.81,710.46,No
CUST00784,0,No,No,63,Month-to-month,No,Yes,No,Yes,Bank transfer,44.12,2706.05,No
CUST00785,0,Yes,Yes,37,Month-to-month,DSL,No,No,Yes,Bank transfer,21.14,757.5,No
CUST00786,0,Yes,Yes,36,One year,DSL,No,Yes,Yes,Credit card,117.1,4189.35,No
CUST00787,0,No,Yes,10,Month-to-month,No,Yes,Yes,No,Bank transfer,40.52,402.41,No
CUST00788,0,Yes,No,2,Month-to-month,Fiber optic,Yes,No,No,Electronic check,92.87,190.29,Yes
CUST00789,0,Yes,No,32,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,95.78,3086.88,No
CUST00790,0,Yes,Yes,5,One year,DSL,No,Yes,No,Bank transfer,112.78,469.16,No
CUST00791,0,Yes,No,49,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,21.12,1043.53,No
CUST00792,1,Yes,No,9,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,106.95,974.83,Yes
CUST00793,0,No,Yes,4,Month-to-month,Fiber optic,No,No,Yes,Credit card,71.78,,Yes
CUST00794,0,Yes,Yes,22,One year,Fiber optic,No,No,Yes,Credit card,82.52,1806.56,No
CUST00795,0,Yes,No,9,Month-to-month,No,Yes,No,No,Bank transfer,83.74,582.67,No
CUST00796,1,No,Yes,43,One year,Fiber optic,Yes,Yes,Yes,Mailed check,101.62,4398.07,No
CUST00797,0,No,Yes,1,Two year,No,No,No,No,Electronic check,52.01,3.35,No
CUST00798,0,Yes,No,12,One year,Fiber optic,No,No,No,Electronic check,92.77,1143.93,No
CUST00799,0,No,No,39,Month-to-month,Fiber optic,No,No,No,Bank transfer,71.91,2867.0,No
CUST00800,0,No,No,1,Month-to-month,DSL,No,Yes,Yes,Electronic check,98.93,15.12,Yes
CUST00801,1,No,No,64,Month-to-month,Fiber optic,No,No,Yes,Electronic check,119.04,7647.72,Yes
CUST00802,1,No,No,62,Month-to-month,No,Yes,No,Yes,Credit card,38.47,2323.36,No
